team1,team2,toss_winner,toss_decision,winner,player_of_match,venue,city,team1_players,team2_players,season,match_number,match_type,result,result_margin,target_runs,target_overs,super_over
8,3,8,1,8,JP Faulkner,43,Jaipur,"SR Watson, AM Rahane, R Dravid, STR Binny, BJ Hodge, SV Samson, JP Faulkner, KK Cooper, SK Trivedi, A Chandila, S Sreesanth","Mandeep Singh, AC Gilchrist, M Vohra, DJ Hussey, Gurkeerat Singh, R Sathish, Azhar Mahmood, PP Chawla, RJ Harris, P Kumar, P Awana",6,17,League,runs,48.0,181.0,20.0,0
4,10,4,0,4,G Gambhir,14,Kolkata,"MS Bisla, G Gambhir, JH Kallis, EJG Morgan, YK Pathan, MK Tiwary, R Bhatia, LR Shukla, SMSM Senanayake, SP Narine, L Balaji","PA Patel, CL White, KC Sangakkara, DB Ravi Teja, NLTC Perera, A Ashish Reddy, KV Sharma, GH Vihari, A Mishra, DW Steyn, I Sharma",6,18,League,wickets,6.0,125.0,20.0,0
3,4,4,1,3,MS Gony,38,Chandigarh,"AC Gilchrist, Mandeep Singh, M Vohra, DJ Hussey, DA Miller, Azhar Mahmood, Gurkeerat Singh, MS Gony, PP Chawla, P Kumar, P Awana","MS Bisla, G Gambhir, JH Kallis, EJG Morgan, MK Tiwary, YK Pathan, DB Das, R Bhatia, SMSM Senanayake, SP Narine, L Balaji",6,20,League,runs,4.0,158.0,20.0,0
8,6,8,0,8,AM Rahane,43,Jaipur,"SR Watson, AM Rahane, DH Yagnik, STR Binny, BJ Hodge, R Dravid, JP Faulkner, KK Cooper, AA Chavan, A Chandila, SK Trivedi","SR Tendulkar, RT Ponting, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, R Dhawan, Harbhajan Singh, MG Johnson, SL Malinga, PP Ojha",6,22,League,runs,11.0,120.0,20.0,0
10,3,3,0,10,GH Vihari,40,Hyderabad,"Q de Kock, PA Reddy, GH Vihari, CL White, BB Samantray, NLTC Perera, A Ashish Reddy, KV Sharma, A Mishra, DW Steyn, I Sharma","Mandeep Singh, AC Gilchrist, PC Valthaty, DJ Hussey, PP Chawla, Gurkeerat Singh, Azhar Mahmood, MS Gony, M Vohra, AD Mascarenhas, P Kumar",6,25,League,wickets,5.0,124.0,20.0,0
4,0,4,0,0,RA Jadeja,14,Kolkata,"G Gambhir, YK Pathan, JH Kallis, EJG Morgan, MK Tiwary, DB Das, R Bhatia, LR Shukla, SMSM Senanayake, SP Narine, L Balaji","MEK Hussey, R Ashwin, M Vijay, SK Raina, MS Dhoni, S Badrinath, RA Jadeja, DJ Bravo, JA Morkel, CH Morris, MM Sharma",6,26,League,wickets,4.0,120.0,20.0,0
9,8,9,1,9,R Vinay Kumar,22,Bangalore,"TM Dilshan, CH Gayle, V Kohli, AB de Villiers, SS Tiwary, KB Arun Karthik, R Rampaul, R Vinay Kumar, M Kartik, RP Singh, JD Unadkat","SR Watson, AM Rahane, R Dravid, STR Binny, BJ Hodge, DH Yagnik, JP Faulkner, A Chandila, S Sreesanth, SW Tait, SK Trivedi",6,27,League,wickets,7.0,118.0,20.0,0
0,8,8,0,0,MEK Hussey,26,Chennai,"M Vijay, MEK Hussey, SK Raina, MS Dhoni, RA Jadeja, DJ Bravo, CH Morris, S Badrinath, R Ashwin, JO Holder, MM Sharma","SR Watson, AM Rahane, DH Yagnik, R Dravid, STR Binny, BJ Hodge, JP Faulkner, KK Cooper, R Shukla, A Chandila, SK Trivedi",6,30,League,wickets,5.0,186.0,20.0,0
4,6,4,0,6,DR Smith,14,Kolkata,"YK Pathan, G Gambhir, JH Kallis, MK Tiwary, EJG Morgan, DB Das, R Bhatia, Iqbal Abdulla, SMSM Senanayake, SP Narine, L Balaji","DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, YS Chahal, PP Ojha, SL Malinga",6,33,League,wickets,5.0,160.0,20.0,0
0,10,10,0,0,MS Dhoni,26,Chennai,"MEK Hussey, M Vijay, SK Raina, MS Dhoni, DJ Bravo, RA Jadeja, CH Morris, S Badrinath, R Ashwin, JO Holder, MM Sharma","Q de Kock, S Dhawan, GH Vihari, CL White, A Mishra, X Thalaivan Sargunam, DJG Sammy, A Ashish Reddy, KV Sharma, DW Steyn, I Sharma",6,34,League,wickets,5.0,160.0,20.0,0
4,3,3,0,4,JH Kallis,14,Kolkata,"MS Bisla, G Gambhir, YK Pathan, JH Kallis, EJG Morgan, SMSM Senanayake, DB Das, R Bhatia, SP Narine, S Ladda, L Balaji","AC Gilchrist, Mandeep Singh, M Vohra, DJ Hussey, DA Miller, Gurkeerat Singh, Azhar Mahmood, PP Chawla, P Kumar, Harmeet Singh, BA Bhatt",6,35,League,wickets,6.0,150.0,20.0,0
8,10,10,0,8,JP Faulkner,43,Jaipur,"R Dravid, AM Rahane, SR Watson, STR Binny, BJ Hodge, DH Yagnik, Sachin Baby, JP Faulkner, KK Cooper, A Chandila, SK Trivedi","PA Reddy, S Dhawan, KC Sangakkara, GH Vihari, KV Sharma, NLTC Perera, DJG Sammy, A Mishra, A Ashish Reddy, DW Steyn, I Sharma",6,36,League,wickets,8.0,145.0,20.0,0
6,9,6,0,6,DR Smith,49,Mumbai,"DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, DS Kulkarni, PP Ojha","CH Gayle, TM Dilshan, V Kohli, AB de Villiers, SS Tiwary, KB Arun Karthik, J Syed Mohammad, R Rampaul, R Vinay Kumar, RP Singh, JD Unadkat",6,37,League,runs,58.0,195.0,20.0,0
0,4,4,1,0,MEK Hussey,26,Chennai,"WP Saha, MEK Hussey, SK Raina, MS Dhoni, RA Jadeja, S Badrinath, DJ Bravo, CH Morris, R Ashwin, DP Nannes, MM Sharma","MS Bisla, G Gambhir, BB McCullum, JH Kallis, EJG Morgan, YK Pathan, DB Das, R Bhatia, SP Narine, Mohammed Shami, L Balaji",6,38,League,runs,14.0,201.0,20.0,0
6,3,6,0,6,RG Sharma,49,Mumbai,"DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, DS Kulkarni, PP Ojha","Mandeep Singh, SE Marsh, M Vohra, DJ Hussey, DA Miller, Gurkeerat Singh, Azhar Mahmood, MS Gony, PP Chawla, P Kumar, P Awana",6,40,League,wickets,4.0,172.0,20.0,0
8,9,8,1,8,SV Samson,43,Jaipur,"R Dravid, AM Rahane, SV Samson, SR Watson, BJ Hodge, STR Binny, OA Shah, JP Faulkner, A Chandila, SK Trivedi, S Sreesanth","A Mukund, CH Gayle, V Kohli, AB de Villiers, MC Henriques, SS Tiwary, R Rampaul, R Vinay Kumar, M Kartik, RP Singh, JD Unadkat",6,41,League,runs,4.0,175.0,20.0,0
10,6,6,0,10,I Sharma,40,Hyderabad,"PA Reddy, S Dhawan, KC Sangakkara, GH Vihari, DJG Sammy, NLTC Perera, A Ashish Reddy, KV Sharma, A Mishra, DW Steyn, I Sharma","DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, DS Kulkarni, PP Ojha",6,44,League,wickets,7.0,137.0,20.0,0
0,3,0,0,0,SK Raina,26,Chennai,"WP Saha, MEK Hussey, SK Raina, MS Dhoni, JA Morkel, RA Jadeja, S Badrinath, DJ Bravo, CH Morris, R Ashwin, MM Sharma","LA Pomersbach, Mandeep Singh, SE Marsh, DJ Hussey, DA Miller, Gurkeerat Singh, R Sathish, MS Gony, PP Chawla, P Kumar, P Awana",6,46,League,runs,17.0,188.0,20.0,0
4,8,8,0,4,YK Pathan,14,Kolkata,"G Gambhir, MS Bisla, JH Kallis, YK Pathan, EJG Morgan, DB Das, R Bhatia, S Narwal, SMSM Senanayake, Iqbal Abdulla, SP Narine","SR Watson, AM Rahane, JP Faulkner, SV Samson, DH Yagnik, OA Shah, STR Binny, R Dravid, AA Chavan, GB Hogg, SK Trivedi",6,47,League,wickets,8.0,133.0,20.0,0
6,0,6,0,6,MG Johnson,49,Mumbai,"DR Smith, SR Tendulkar, KD Karthik, KA Pollard, RG Sharma, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, PP Ojha, P Suyal","MEK Hussey, M Vijay, SK Raina, S Badrinath, DJ Bravo, R Ashwin, MS Dhoni, RA Jadeja, CH Morris, MM Sharma, B Laughlin",6,50,League,wickets,5.0,179.0,20.0,0
3,9,3,1,3,DA Miller,38,Chandigarh,"Mandeep Singh, SE Marsh, Gurkeerat Singh, DJ Hussey, DA Miller, R Sathish, MG Neser, PP Chawla, P Kumar, MS Gony, P Awana","CA Pujara, CH Gayle, V Kohli, AB de Villiers, MC Henriques, SS Tiwary, KB Arun Karthik, R Vinay Kumar, R Rampaul, M Kartik, RP Singh",6,51,League,wickets,6.0,191.0,20.0,0
6,4,6,0,6,SR Tendulkar,49,Mumbai,"DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, PP Ojha, AN Ahmed","MS Bisla, G Gambhir, JH Kallis, YK Pathan, EJG Morgan, DB Das, R McLaren, R Bhatia, Iqbal Abdulla, SP Narine, L Balaji",6,53,League,runs,65.0,171.0,20.0,0
10,0,10,1,0,SK Raina,40,Hyderabad,"PA Patel, S Dhawan, KC Sangakkara, GH Vihari, DJG Sammy, NLTC Perera, KV Sharma, A Mishra, DW Steyn, I Sharma, A Ashish Reddy","MEK Hussey, M Vijay, SK Raina, MS Dhoni, RA Jadeja, S Badrinath, DJ Bravo, CH Morris, R Ashwin, JO Holder, MM Sharma",6,54,League,runs,77.0,224.0,20.0,0
3,8,8,1,8,KK Cooper,38,Chandigarh,"Mandeep Singh, AC Gilchrist, SE Marsh, DJ Hussey, DA Miller, MS Gony, R Sathish, PP Chawla, Bipul Sharma, P Kumar, P Awana","R Dravid, AM Rahane, SR Watson, SV Samson, BJ Hodge, DH Yagnik, KK Cooper, JP Faulkner, A Chandila, S Sreesanth, SK Trivedi",6,56,League,runs,46.0,153.0,20.0,0
3,10,3,1,10,PA Patel,38,Chandigarh,"AC Gilchrist, Mandeep Singh, SE Marsh, LA Pomersbach, DA Miller, R Sathish, PP Chawla, P Kumar, Harmeet Singh, P Awana, Sandeep Sharma","PA Patel, S Dhawan, GH Vihari, CL White, BB Samantray, DJG Sammy, KV Sharma, NLTC Perera, DW Steyn, A Mishra, I Sharma",6,59,League,runs,30.0,151.0,20.0,0
8,0,8,1,8,SR Watson,43,Jaipur,"R Dravid, AM Rahane, JP Faulkner, SV Samson, SR Watson, STR Binny, BJ Hodge, DH Yagnik, SK Trivedi, KK Cooper, VS Malik","MEK Hussey, M Vijay, SK Raina, MS Dhoni, RA Jadeja, DJ Bravo, S Badrinath, CH Morris, R Ashwin, JO Holder, MM Sharma",6,60,League,wickets,5.0,116.0,20.0,0
4,9,4,1,4,JH Kallis,20,Ranchi,"MS Bisla, G Gambhir, JH Kallis, YK Pathan, MK Tiwary, RN ten Doeschate, R Bhatia, DB Das, SMSM Senanayake, SP Narine, L Balaji","CA Pujara, CH Gayle, V Kohli, AB de Villiers, MC Henriques, SS Tiwary, R Vinay Kumar, R Rampaul, A Mithun, M Kartik, JD Unadkat",6,61,League,wickets,5.0,142.0,20.0,0
6,10,10,0,6,KA Pollard,49,Mumbai,"DR Smith, SR Tendulkar, KD Karthik, RG Sharma, AT Rayudu, KA Pollard, Harbhajan Singh, MG Johnson, DS Kulkarni, SL Malinga, PP Ojha","PA Patel, S Dhawan, GH Vihari, CL White, NLTC Perera, DJG Sammy, BB Samantray, KV Sharma, A Mishra, DW Steyn, I Sharma",6,62,League,wickets,7.0,179.0,20.0,0
9,3,3,1,3,AC Gilchrist,22,Bangalore,"CA Pujara, CH Gayle, V Kohli, AB de Villiers, MC Henriques, KL Rahul, KB Arun Karthik, R Vinay Kumar, Z Khan, M Muralitharan, JD Unadkat","AC Gilchrist, SE Marsh, Azhar Mahmood, DA Miller, R Sathish, Mandeep Singh, M Vohra, PP Chawla, MS Gony, P Awana, Sandeep Sharma",6,64,League,runs,33.0,169.0,20.0,0
6,8,8,1,6,AP Tare,49,Mumbai,"GJ Maxwell, AP Tare, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, DS Kulkarni, PP Ojha","R Dravid, AM Rahane, JP Faulkner, SV Samson, SR Watson, STR Binny, DH Yagnik, BJ Hodge, KK Cooper, AA Chavan, PV Tambe",6,65,League,runs,7.0,171.0,20.0,0
10,8,10,0,10,A Mishra,40,Hyderabad,"PA Patel, S Dhawan, GH Vihari, CL White, BB Samantray, DJG Sammy, NLTC Perera, DW Steyn, KV Sharma, A Mishra, I Sharma","R Dravid, AM Rahane, SR Watson, SV Samson, STR Binny, BJ Hodge, Sachin Baby, JP Faulkner, KK Cooper, PV Tambe, SK Trivedi",6,68,League,runs,23.0,137.0,20.0,0
9,0,0,1,9,V Kohli,22,Bangalore,"V Kohli, CH Gayle, AB de Villiers, MC Henriques, RP Singh, KL Rahul, SS Tiwary, R Vinay Kumar, Z Khan, R Rampaul, JD Unadkat","MEK Hussey, M Vijay, SK Raina, DJ Bravo, MS Dhoni, RA Jadeja, S Badrinath, CH Morris, R Ashwin, JO Holder, MM Sharma",6,69,League,runs,50.0,184.0,20.0,0
3,6,6,1,3,Azhar Mahmood,17,Dharamsala,"AC Gilchrist, Mandeep Singh, Azhar Mahmood, SE Marsh, DA Miller, M Vohra, Gurkeerat Singh, PP Chawla, P Kumar, P Awana, Sandeep Sharma","GJ Maxwell, AP Tare, AT Rayudu, RG Sharma, KD Karthik, KA Pollard, R Dhawan, Harbhajan Singh, NM Coulter-Nile, SL Malinga, DS Kulkarni",6,70,League,runs,24.0,107.0,8.0,0
10,4,4,0,10,PA Patel,40,Hyderabad,"PA Patel, S Dhawan, GH Vihari, CL White, NLTC Perera, DJG Sammy, BB Samantray, KV Sharma, A Mishra, DW Steyn, Anand Rajan","MS Bisla, G Gambhir, JH Kallis, EJG Morgan, YK Pathan, RN ten Doeschate, P Dogra, SP Narine, Iqbal Abdulla, PJ Sangwan, Mohammed Shami",6,71,League,runs,38.0,173.0,20.0,0
0,6,0,0,0,MEK Hussey,16,Delhi,"MEK Hussey, M Vijay, SK Raina, MS Dhoni, RA Jadeja, S Badrinath, DJ Bravo, JA Morkel, CH Morris, R Ashwin, MM Sharma","DR Smith, AP Tare, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, PP Ojha, MM Patel",6,73,Qualifier 1,runs,48.0,193.0,20.0,0
8,10,10,0,8,BJ Hodge,16,Delhi,"R Dravid, AM Rahane, SR Watson, DH Yagnik, STR Binny, SV Samson, BJ Hodge, JP Faulkner, KK Cooper, VS Malik, SK Trivedi","PA Patel, S Dhawan, GH Vihari, CL White, DJG Sammy, NLTC Perera, BB Samantray, KV Sharma, DW Steyn, A Mishra, I Sharma",6,74,Eliminator,wickets,4.0,133.0,20.0,0
6,8,8,0,6,Harbhajan Singh,14,Kolkata,"DR Smith, AP Tare, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, R Dhawan, MG Johnson, SL Malinga, PP Ojha","R Dravid, AM Rahane, SR Watson, SV Samson, STR Binny, BJ Hodge, KK Cooper, DH Yagnik, JP Faulkner, VS Malik, SK Trivedi",6,75,Qualifier 2,wickets,4.0,166.0,20.0,0
0,6,6,0,6,KA Pollard,14,Kolkata,"MEK Hussey, M Vijay, SK Raina, S Badrinath, DJ Bravo, RA Jadeja, MS Dhoni, JA Morkel, CH Morris, R Ashwin, MM Sharma","DR Smith, AP Tare, KD Karthik, RG Sharma, AT Rayudu, KA Pollard, Harbhajan Singh, R Dhawan, MG Johnson, SL Malinga, PP Ojha",6,76,Final,runs,23.0,149.0,20.0,0
6,4,4,0,4,JH Kallis,46,Abu Dhabi,"MEK Hussey, AP Tare, AT Rayudu, RG Sharma, KA Pollard, CJ Anderson, Harbhajan Singh, CM Gautam, SL Malinga, Z Khan, PP Ojha","G Gambhir, JH Kallis, MK Pandey, RV Uthappa, YK Pathan, Shakib Al Hasan, SA Yadav, PP Chawla, R Vinay Kumar, SP Narine, M Morkel",7,1,League,runs,41.0,164.0,20.0,0
10,8,8,1,8,AM Rahane,46,Abu Dhabi,"AJ Finch, S Dhawan, DA Warner, KL Rahul, DJG Sammy, Y Venugopal Rao, KV Sharma, DW Steyn, A Mishra, B Kumar, I Sharma","AM Nayar, AM Rahane, SV Samson, SR Watson, STR Binny, BJ Hodge, R Bhatia, JP Faulkner, KW Richardson, DS Kulkarni, PV Tambe",7,3,League,wickets,6.0,206.0,20.0,0
0,3,0,0,3,GJ Maxwell,46,Abu Dhabi,"DR Smith, BB McCullum, SK Raina, MS Dhoni, DJ Bravo, F du Plessis, RA Jadeja, R Ashwin, P Negi, A Nehra, MM Sharma","CA Pujara, V Sehwag, GJ Maxwell, AR Patel, DA Miller, GJ Bailey, WP Saha, MG Johnson, R Dhawan, P Awana, L Balaji",7,4,League,wickets,4.0,134.0,20.0,0
9,6,9,1,9,PA Patel,13,,"NJ Maddinson, PA Patel, V Kohli, Yuvraj Singh, AB de Villiers, JA Morkel, S Rana, AB Dinda, MA Starc, YS Chahal, VR Aaron","MEK Hussey, AP Tare, AT Rayudu, RG Sharma, KA Pollard, CJ Anderson, Harbhajan Singh, Z Khan, SL Malinga, PP Ojha, JJ Bumrah",7,6,League,wickets,4.0,167.0,20.0,0
8,3,3,1,3,GJ Maxwell,45,,"AM Nayar, AM Rahane, SV Samson, SR Watson, STR Binny, SPD Smith, JP Faulkner, R Bhatia, KW Richardson, DS Kulkarni, PV Tambe","CA Pujara, V Sehwag, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, MG Johnson, M Kartik, AR Patel, P Awana, L Balaji",7,7,League,wickets,7.0,192.0,20.0,0
3,10,10,1,3,GJ Maxwell,45,,"CA Pujara, V Sehwag, GJ Maxwell, DA Miller, GJ Bailey, MG Johnson, AR Patel, WP Saha, L Balaji, R Dhawan, Sandeep Sharma","AJ Finch, S Dhawan, DA Warner, KL Rahul, Y Venugopal Rao, IK Pathan, DJG Sammy, KV Sharma, DW Steyn, A Mishra, B Kumar",7,9,League,runs,72.0,194.0,20.0,0
8,0,8,1,0,RA Jadeja,13,,"AM Nayar, AM Rahane, SV Samson, SR Watson, STR Binny, SPD Smith, R Bhatia, JP Faulkner, TG Southee, DS Kulkarni, PV Tambe","DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, RA Jadeja, M Manhas, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma",7,10,League,runs,7.0,141.0,20.0,0
9,4,9,1,4,CA Lynn,45,,"PA Patel, YV Takawale, V Kohli, Yuvraj Singh, AB de Villiers, JA Morkel, MA Starc, AB Dinda, YS Chahal, VR Aaron, M Muralitharan","JH Kallis, G Gambhir, MK Pandey, CA Lynn, YK Pathan, RV Uthappa, SA Yadav, R Vinay Kumar, SP Narine, M Morkel, UT Yadav",7,11,League,runs,2.0,151.0,20.0,0
0,6,6,0,0,MM Sharma,13,,"DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, M Manhas, RA Jadeja, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma","MEK Hussey, AP Tare, CJ Anderson, RG Sharma, KA Pollard, AT Rayudu, CM Gautam, Harbhajan Singh, Z Khan, PP Ojha, SL Malinga",7,13,League,wickets,7.0,142.0,20.0,0
8,9,8,1,8,PV Tambe,46,Abu Dhabi,"AM Rahane, KK Nair, SV Samson, AM Nayar, SR Watson, STR Binny, SPD Smith, R Bhatia, KW Richardson, PV Tambe, TG Southee","PA Patel, YV Takawale, V Kohli, Yuvraj Singh, AB de Villiers, S Rana, JA Morkel, MA Starc, R Rampaul, AB Dinda, YS Chahal",7,14,League,wickets,6.0,71.0,20.0,0
4,3,4,1,3,Sandeep Sharma,46,Abu Dhabi,"MK Pandey, JH Kallis, G Gambhir, CA Lynn, RV Uthappa, YK Pathan, SA Yadav, PP Chawla, SP Narine, UT Yadav, M Morkel","CA Pujara, V Sehwag, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, R Dhawan, AR Patel, MG Johnson, L Balaji, Sandeep Sharma",7,15,League,runs,23.0,133.0,20.0,0
10,0,10,0,0,DR Smith,45,,"AJ Finch, S Dhawan, DA Warner, KL Rahul, Y Venugopal Rao, DJG Sammy, KV Sharma, DW Steyn, A Mishra, B Kumar, I Sharma","DR Smith, BB McCullum, SK Raina, MS Dhoni, F du Plessis, RA Jadeja, M Manhas, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma",7,16,League,wickets,6.0,126.0,20.0,0
3,9,3,1,3,Sandeep Sharma,13,,"CA Pujara, V Sehwag, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, R Dhawan, MG Johnson, AR Patel, L Balaji, Sandeep Sharma","CH Gayle, PA Patel, V Kohli, YV Takawale, AB de Villiers, Yuvraj Singh, JA Morkel, MA Starc, VR Aaron, AB Dinda, YS Chahal",7,18,League,wickets,5.0,125.0,20.0,0
6,10,6,1,10,B Kumar,13,,"BR Dunk, RG Sharma, CJ Anderson, AT Rayudu, KA Pollard, AP Tare, Harbhajan Singh, CM Gautam, Z Khan, PP Ojha, SL Malinga","AJ Finch, S Dhawan, KL Rahul, DA Warner, DJG Sammy, NV Ojha, IK Pathan, KV Sharma, DW Steyn, A Mishra, B Kumar",7,20,League,runs,15.0,173.0,20.0,0
0,4,0,0,0,RA Jadeja,20,Ranchi,"DR Smith, BB McCullum, SK Raina, MS Dhoni, RA Jadeja, F du Plessis, M Manhas, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma","RV Uthappa, G Gambhir, JH Kallis, MK Pandey, Shakib Al Hasan, SA Yadav, YK Pathan, AD Russell, PP Chawla, R Vinay Kumar, SP Narine",7,21,League,runs,34.0,149.0,17.0,0
6,3,3,0,6,CJ Anderson,49,Mumbai,"BR Dunk, CM Gautam, AT Rayudu, RG Sharma, CJ Anderson, KA Pollard, AP Tare, Harbhajan Singh, JJ Bumrah, Z Khan, SL Malinga","CA Pujara, V Sehwag, WP Saha, GJ Maxwell, GJ Bailey, DA Miller, MG Johnson, R Dhawan, AR Patel, L Balaji, Sandeep Sharma",7,22,League,wickets,5.0,169.0,20.0,0
9,10,9,1,9,AB de Villiers,22,Bangalore,"CH Gayle, PA Patel, V Kohli, RR Rossouw, AB de Villiers, Yuvraj Singh, MA Starc, HV Patel, AB Dinda, VR Aaron, YS Chahal","AJ Finch, S Dhawan, KL Rahul, DA Warner, DJG Sammy, NV Ojha, IK Pathan, KV Sharma, DW Steyn, B Kumar, I Sharma",7,24,League,wickets,4.0,156.0,20.0,0
8,4,4,1,8,PV Tambe,42,Ahmedabad,"AM Rahane, KK Nair, SV Samson, SR Watson, STR Binny, SPD Smith, JP Faulkner, R Bhatia, TG Southee, PV Tambe, R Tewatia","RV Uthappa, G Gambhir, AD Russell, MK Pandey, Shakib Al Hasan, YK Pathan, RN ten Doeschate, SA Yadav, R Vinay Kumar, SP Narine, UT Yadav",7,26,League,wickets,8.0,179.0,20.0,0
6,9,9,1,6,RG Sharma,49,Mumbai,"BR Dunk, CM Gautam, AT Rayudu, RG Sharma, CJ Anderson, KA Pollard, AP Tare, Harbhajan Singh, JJ Bumrah, SL Malinga, P Suyal","CH Gayle, PA Patel, V Kohli, AB de Villiers, Yuvraj Singh, RR Rossouw, MA Starc, HV Patel, VR Aaron, AB Dinda, YS Chahal",7,27,League,runs,19.0,188.0,20.0,0
3,0,0,1,3,GJ Maxwell,2,Cuttack,"V Sehwag, Mandeep Singh, GJ Maxwell, DA Miller, GJ Bailey, MG Johnson, WP Saha, R Dhawan, AR Patel, M Kartik, Sandeep Sharma","DR Smith, BB McCullum, SK Raina, RA Jadeja, F du Plessis, MS Dhoni, M Manhas, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma",7,28,League,wickets,8.0,161.0,20.0,0
8,10,8,1,10,B Kumar,42,Ahmedabad,"AM Rahane, KK Nair, SV Samson, SR Watson, STR Binny, SPD Smith, R Bhatia, JP Faulkner, KW Richardson, DS Kulkarni, PV Tambe","S Dhawan, AJ Finch, KL Rahul, NV Ojha, DA Warner, MC Henriques, IK Pathan, KV Sharma, DW Steyn, A Mishra, B Kumar",7,30,League,runs,32.0,135.0,20.0,0
9,3,9,1,3,Sandeep Sharma,22,Bangalore,"CH Gayle, PA Patel, V Kohli, S Rana, AB de Villiers, Yuvraj Singh, JA Morkel, MA Starc, HV Patel, VR Aaron, YS Chahal","V Sehwag, Mandeep Singh, GJ Maxwell, DA Miller, GJ Bailey, WP Saha, MG Johnson, AR Patel, Shivam Sharma, L Balaji, Sandeep Sharma",7,31,League,runs,32.0,199.0,20.0,0
6,0,0,1,0,DR Smith,49,Mumbai,"LMP Simmons, CM Gautam, AT Rayudu, RG Sharma, KA Pollard, CJ Anderson, AP Tare, Harbhajan Singh, SL Malinga, JJ Bumrah, P Kumar","DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, RA Jadeja, M Manhas, R Ashwin, IC Pandey, MM Sharma, S Badree",7,32,League,wickets,8.0,43.0,5.0,0
9,8,9,0,8,JP Faulkner,22,Bangalore,"V Kohli, CH Gayle, VH Zol, AB de Villiers, Yuvraj Singh, JA Morkel, PA Patel, MA Starc, VR Aaron, YS Chahal, AB Dinda","AM Rahane, KK Nair, SR Watson, STR Binny, SV Samson, SPD Smith, JP Faulkner, R Bhatia, KW Richardson, PV Tambe, R Tewatia",7,34,League,wickets,9.0,150.0,20.0,0
3,4,4,1,4,G Gambhir,2,Cuttack,"V Sehwag, Mandeep Singh, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, R Dhawan, MG Johnson, AR Patel, P Awana, Sandeep Sharma","RV Uthappa, G Gambhir, MK Pandey, JH Kallis, RN ten Doeschate, YK Pathan, SA Yadav, PP Chawla, M Morkel, UT Yadav, SP Narine",7,35,League,wickets,5.0,191.0,20.0,0
10,6,10,0,6,AT Rayudu,40,Hyderabad,"AJ Finch, S Dhawan, KL Rahul, DA Warner, NV Ojha, MC Henriques, IK Pathan, KV Sharma, DW Steyn, A Mishra, B Kumar","LMP Simmons, CM Gautam, AT Rayudu, RG Sharma, KA Pollard, CJ Anderson, AP Tare, Harbhajan Singh, SL Malinga, JJ Bumrah, PP Ojha",7,36,League,wickets,7.0,158.0,20.0,0
0,8,8,0,0,RA Jadeja,20,Ranchi,"DR Smith, BB McCullum, SK Raina, F du Plessis, R Ashwin, MS Dhoni, RA Jadeja, V Shankar, IC Pandey, MM Sharma, S Badree","Ankit Sharma, SR Watson, AM Rahane, KK Nair, STR Binny, SPD Smith, JP Faulkner, DH Yagnik, R Bhatia, KK Cooper, PV Tambe",7,38,League,runs,16.0,187.0,20.0,0
4,6,4,1,4,RV Uthappa,2,Cuttack,"RV Uthappa, G Gambhir, MK Pandey, YK Pathan, Shakib Al Hasan, RN ten Doeschate, SA Yadav, PP Chawla, M Morkel, UT Yadav, SP Narine","LMP Simmons, CM Gautam, AT Rayudu, RG Sharma, CJ Anderson, KA Pollard, AP Tare, Harbhajan Singh, SL Malinga, JJ Bumrah, PP Ojha",7,39,League,wickets,6.0,206.0,20.0,0
